,minimum price for this item in all shops,the shops id that sold this item at minimum price,amount in all months
6064,599.0,27,27.0
6065,1299.0,22,10.0
6066,307980.0,12,1.0
6067,98.0,2,1.0
6068,498.0,31,1.0
6069,699.0,26,1.0
6070,1599.0,28,2.0
6071,799.0,31,15.0
6072,734.0,0,11.0
6073,799.2,28,11.0
6074,1498.5,6,1.0
6075,674.19,51,8.0
6076,299.5,31,11.0
6077,449.5,18,13.0
6078,675.0,31,2.0
6079,788.0,51,2.0
6080,1999.0,7,7.0
6081,169.58,47,12.0
6082,599.0,48,13.0
6083,587.0,37,10.0
6084,900.27,13,1.0
6085,899.0,25,153.0
6086,260.0,51,14.0
6087,1260.0,51,6.0
6088,728.83,45,3.0
6089,199.0,55,27.0
6090,499.0,42,41.0
6091,498.0,45,10.0
6092,599.0,59,11.0
6093,126.0,51,17.0
6094,498.0,29,1.0
6095,298.0,50,14.0
6096,1598.0,32,1.0
6097,399.0,55,15.0
6098,1523.0,0,1.0
6099,948.0,10,1.0
6100,299.0,55,1.0
6101,899.0,56,1.0
6102,3000.0,55,1.0
6103,1399.0,10,1.0
6104,699.0,22,2.0
6105,499.0,57,3.0
6106,499.0,57,1.0
6107,349.0,26,1.0
6108,77.6,22,7.0
6109,249.0,46,10.0
6110,199.0,21,1.0
6111,28.0,27,227.0
6112,398.0,56,7.0
6113,488.0,28,15.0
6114,750.0,22,4.0
6115,62.0,55,7.0
6116,29.0,52,2.0
6117,196.6,51,6.0
6118,698.0,22,1.0
6119,691.0,10,1.0
6120,948.0,10,1.0
6121,198.0,42,115.0
6122,498.0,53,11.0
6123,803.07,53,3.0
6124,2499.0,41,1.0
6125,1798.0,7,4.0
6126,498.0,56,6.0
6127,1453.1,51,4.0
6128,1798.0,14,7.0
6129,1398.0,19,2.0
6130,1499.0,42,2.0
6131,148.5,25,8.0
6132,699.0,7,1.0
6133,698.0,38,1.0
6134,198.0,14,9.0
6135,698.0,41,10.0
6136,999.5,50,2.0
6137,449.0,9,5.0
6138,614.06,51,12.0
6139,1228.0,0,1.0
6140,498.0,53,1.0
6141,3824.15,12,1.0
6142,1049.0,51,2.0
6143,675.0,25,8.0
6144,299.5,31,23.0
6145,125.0,55,7.0
6146,599.0,56,1.0
6147,99.0,22,5.0
6148,198.0,41,1.0
6149,849.0,7,3.0
6150,99.0,55,22.0
6151,49.0,55,10.0
6154,404.5,21,14.0
6155,449.0,26,4.0
6156,85.41,51,9.0
6157,358.0,10,1.0
6158,98.9,5,3.0
6159,399.0,55,2.0
6160,499.0,55,6.0
6161,599.0,55,79.0
6162,460.75,10,15.0
6163,1198.0,25,9.0
6164,998.0,49,2.0
6165,1759.0,46,2.0
6166,468.0,55,49.0
6167,599.0,55,6.0
6168,124.0,55,6.0
6170,3825.0,12,2.0
6171,2249.0,42,6.0
6172,799.0,55,1.0
6173,125.0,55,1.0
6174,28.0,37,1.0
6175,67.0,55,38.0
6176,777.0,55,2.0
6177,148.0,44,1.0
6178,28.0,38,1.0
6179,58.0,35,1.0
6180,174.0,55,1.0
6181,64.0,10,2.0
6182,28.0,22,1.0
6183,999.5,42,32.0
6184,417.22,51,4.0
6185,294.29,10,35.0
6186,1237.0,12,1.0
6187,248.0,25,10.0
6188,671.0,13,3.0
6189,190.0,10,1.0
6190,1249.0,25,5.0
6191,190.0,10,1.0
6192,1199.0,25,5.0
6193,299.0,54,1.0
6194,998.0,25,6.0
6195,449.0,6,1.0
6196,563.0,13,1.0
6197,173.0,51,2.0
6198,1399.0,25,3.0
6199,649.0,54,3.0
6200,173.0,51,5.0
6201,449.0,54,1.0
6202,161.89,13,6.0
6203,1099.0,25,7.0
6204,148.0,13,6.0
6205,148.0,19,1.0
6206,140.6,35,3.0
6207,398.0,31,3.0
6208,248.0,25,1.0
6209,949.0,50,1.0
6210,649.0,54,1.0
6211,199.0,6,9.0
6212,170.0,51,1.0
6213,1199.0,18,2.0
6214,729.0,13,2.0
6215,28.0,25,1.0
6216,498.0,30,1.0
6217,58.0,31,4.0
6218,58.0,54,1.0
6219,899.0,37,2.0
6220,219.0,0,2.0
6221,1449.0,30,2.0
6222,173.0,13,6.0
6223,1199.0,6,11.0
6224,1199.0,6,11.0
6225,1399.0,6,5.0
6226,199.0,31,13.0
6227,298.0,2,1.0
6228,148.0,57,5.0
6229,203.0,10,3.0
6230,299.0,35,1.0
6231,148.0,1,1.0
6232,148.0,13,2.0
6233,203.0,0,2.0
6234,190.0,51,2.0
6235,58.0,25,2.0
6236,190.0,10,1.0
6237,98.0,57,3.0
6238,173.0,51,11.0
6239,249.0,25,5.0
6240,173.0,51,1.0
6241,1199.0,6,6.0
6242,649.0,54,3.0
6243,190.0,51,2.0
6244,799.0,50,3.0
6245,899.0,25,3.0
6246,649.0,25,2.0
6247,299.0,51,12.0
6248,1149.0,41,1.0
6249,2449.0,25,7.0
6250,999.0,31,3.0
6251,549.0,54,1.0
6252,169.44,10,7.0
6253,1800.0,22,1.0
6254,1149.0,18,6.0
6255,173.0,10,3.0
6256,1599.0,6,3.0
6257,220.0,10,1.0
6258,299.0,25,9.0
6260,299.0,54,1.0
6261,299.0,44,1.0
6262,299.0,54,1.0
6263,249.0,55,1.0
6264,100.0,55,2.0
6265,1049.0,54,6.0
6266,240.0,51,1.0
6267,28.0,54,3.0
6268,594.0,13,1.0
6269,219.0,13,4.0
6270,46.4,22,3.0
6271,299.0,54,2.0
6272,173.0,51,2.0
6273,299.0,35,1.0
6274,748.0,14,2.0
6275,1399.0,54,5.0
6276,1799.0,25,3.0
6277,1349.0,25,3.0
6278,1899.0,25,4.0
6279,1449.0,25,8.0
6280,299.0,25,10.0
6281,1199.0,6,7.0
6282,148.0,25,1.0
6283,399.0,25,1.0
6284,102.0,13,3.0
6285,190.0,13,8.0
6286,176.45,10,12.0
6287,799.0,18,1.0
6288,399.0,54,2.0
6289,190.0,13,2.0
6290,198.0,25,1.0
6291,1549.0,18,2.0
6292,1199.0,17,2.0
6293,242.0,10,1.0
6294,1199.0,25,1.0
6295,22.4,38,3.0
6296,183.0,51,4.0
6297,1649.0,25,9.0
6298,183.0,10,3.0
6299,698.0,6,2.0
6300,284.05,35,4.0
6301,216.36,10,1.0
6302,299.0,25,6.0
6303,110.0,51,2.0
6304,28.0,19,4.0
6305,58.0,31,5.0
6306,110.0,51,2.0
6307,198.0,42,2.0
6308,190.0,51,5.0
6309,1148.0,16,1.0
6310,627.0,0,1.0
6311,300.0,10,1.0
6312,190.0,51,1.0
6313,98.0,31,8.0
6314,98.0,54,1.0
6315,118.0,13,1.0
6316,232.23,51,1.0
6317,28.0,42,3.0
6318,136.0,0,1.0
6319,190.0,51,3.0
6320,899.0,18,1.0
6321,219.0,0,2.0
6322,58.0,37,1.0
6323,148.0,27,2.0
6324,148.0,51,1.0
6325,399.0,28,1.0
6326,599.5,38,3.0
6327,599.5,31,2.0
6328,299.0,54,5.0
6329,98.0,31,8.0
6330,298.0,42,2.0
6331,899.0,6,1.0
6332,58.0,31,87.0
6333,329.0,31,17.0
6334,949.0,25,1.0
6336,183.0,51,1.0
6337,1549.0,54,3.0
6338,58.0,25,8.0
6339,349.0,31,1.0
6340,249.0,27,3.0
6341,299.0,54,1.0
6342,180.0,51,10.0
6343,180.0,51,4.0
6344,652.0,51,1.0
6345,1049.0,6,12.0
6346,599.0,6,3.0
6347,282.0,13,7.0
6348,398.0,15,1.0
6349,190.0,51,1.0
6350,899.0,54,8.0
6351,282.0,13,16.0
6352,1799.0,25,15.0
6353,225.0,13,18.0
6354,357.0,13,4.0
6355,149.0,41,1.0
6356,203.47,10,1.0
6357,170.0,51,3.0
6358,98.0,31,15.0
6359,98.0,54,3.0
6360,28.0,54,1.0
6361,230.0,51,1.0
6362,203.0,13,8.0
6363,58.0,25,6.0
6364,899.0,25,4.0
6365,899.0,54,2.0
6366,1449.0,28,2.0
6367,248.0,25,8.0
6368,399.0,28,13.0
6369,84.0,51,1.0
6370,1449.0,25,8.0
6371,1200.0,10,1.0
6372,190.0,0,1.0
6373,1399.0,30,1.0
6374,499.0,28,1.0
6375,599.0,55,63.0
6376,198.0,31,76.0
6377,872.82,10,3.0
6378,998.0,5,5.0
6379,175.0,55,23.0
6380,599.0,55,2.0
6381,299.0,55,1.0
6382,149.0,55,6.0
6383,599.0,55,11.0
6384,99.0,55,38.0
6385,125.0,55,11.0
6386,248.0,15,12.0
6387,1398.0,28,3.0
6388,488.0,10,4.0
6389,477.0,10,6.0
6390,239.0,24,20.0
6391,488.0,51,2.0
6392,699.0,55,6.0
6393,248.0,31,19.0
6394,1833.0,10,1.0
6395,1397.5,28,1.0
6396,188.0,10,5.0
6397,368.0,10,3.0
6398,299.0,55,17.0
6399,609.79,51,4.0
6400,661.06,10,2.0
6401,1398.0,32,1.0
6402,999.0,31,8.0
6403,1598.0,32,1.0
6404,39.0,55,6.0
6405,155.13,51,12.0
6406,98.0,18,4.0
6407,1099.0,42,3.0
6408,2599.0,28,2.0
6409,483.0,10,1.0
6410,1999.0,22,3.0
6411,4720.0,5,1.0
6412,98.0,41,5.0
6413,77.0,51,4.0
6414,58.0,21,1.0
6415,398.0,7,5.0
6416,249.0,52,1.0
6417,399.0,55,35.0
6418,28.0,18,11.0
6419,399.0,55,4.0
6420,1399.0,42,5.0
6421,799.0,2,1.0
6422,24.08,10,4.0
6423,38.0,55,72.0
6424,447.0,51,1.0
6425,342.35,6,1.0
6426,749.0,28,6.0
6427,488.6,19,1.0
6428,39.0,55,3.0
6429,62.0,55,218.0
6430,99.0,55,126.0
6431,33.0,55,12.0
6432,62.25,14,24.0
6433,198.0,3,9.0
6434,899.0,55,38.0
6435,499.0,55,145.0
6436,580.04,10,11.0
6437,899.0,55,16.0
6438,1999.0,55,3.0
6440,649.0,55,13.0
6441,1799.0,55,5.0
6442,148.0,22,1.0
6443,62.0,55,53.0
6444,1199.0,55,15.0
6445,79.0,55,14.0
6446,1699.0,55,3.0
6447,1199.0,55,81.0
6448,663.0,51,1.0
6449,498.0,44,1.0
6450,248.0,41,2.0
6451,378.0,10,1.0
6452,1099.0,46,6.0
6453,723.37,37,1.0
6454,299.0,55,4.0
6455,349.5,31,118.0
6456,599.0,55,74.0
6457,0.5,31,401.0
6458,74.0,55,12.0
6459,199.0,18,13.0
6460,699.0,55,17.0
6461,74.0,55,13.0
6462,74.0,55,13.0
6463,149.0,55,11.0
6464,115.0,51,1.0
6465,28.0,21,1.0
6466,279.4,22,40.0
6467,98.0,18,15.0
6468,28.0,37,19.0
6469,799.0,18,1.0
6470,235.0,0,1.0
6471,249.5,58,37.0
6472,249.0,15,53.0
6473,149.0,54,185.0
6474,118.0,10,12.0
6475,149.5,31,88.0
6476,113.16,10,7.0
6477,135.56,35,2.0
6478,199.5,31,13.0
6479,194.27,13,3.0
6480,249.5,31,67.0
6481,498.0,15,6.0
6482,249.1,54,67.0
6483,149.5,31,6.0
6484,149.5,31,21.0
6485,27.72,22,2.0
6486,699.0,3,1.0
6487,799.0,7,1.0
6488,249.5,31,336.0
6489,699.0,47,2.0
6490,249.5,54,256.0
6491,149.0,31,57.0
6492,349.0,31,102.0
6493,349.5,31,4.0
6494,349.5,6,1.0
6495,249.5,31,391.0
6496,109.01,10,6.0
6497,0.5,27,359.0
6498,249.5,31,428.0
6499,349.5,29,56.0
6500,349.5,31,120.0
6501,174.75,16,79.0
6502,1141.44,10,42.0
6503,599.0,9,156.0
6504,1898.35,10,22.0
6505,1424.0,35,4.0
6506,1096.97,51,1.0
6507,749.0,59,116.0
6508,471.0,10,4.0
6509,799.0,55,6.0
6510,599.0,27,2.0
6511,399.0,12,1.0
6512,899.0,25,2.0
6513,1212.0,10,1.0
6514,28.0,21,1.0
6515,499.0,12,4.0
6516,499.0,12,4.0
6517,1696.0,51,1.0
6518,1458.42,10,1.0
6534,599.0,16,5.0
6535,399.0,17,2.0
6536,399.0,26,5.0
6537,399.0,12,3.0
6538,399.0,12,5.0
6539,399.0,54,6.0
6540,599.0,42,6.0
6541,599.0,12,4.0
6542,599.0,49,2.0
6543,599.0,16,5.0
6544,599.0,35,7.0
6545,599.0,5,1.0
6546,599.0,27,16.0
6547,599.0,49,4.0
6548,399.0,27,3.0
6549,399.0,28,9.0
6550,399.0,28,4.0
6551,399.0,25,3.0
6552,399.0,12,2.0
6553,368.0,51,5.0
6554,399.0,19,3.0
6555,399.0,25,7.0
6556,399.0,25,6.0
6557,368.0,51,2.0
6558,359.0,47,3.0
6559,399.0,28,7.0
6560,399.0,25,3.0
6561,399.0,28,8.0
6562,399.0,28,14.0
6563,399.0,31,9.0
6564,799.0,31,11.0
6565,639.0,28,17.0
6566,799.0,28,10.0
6567,799.0,28,9.0
6568,799.0,25,12.0
6569,2310.0,51,2.0
6570,1575.0,12,13.0
6571,2310.0,12,8.0
6572,299.0,12,2.0
6573,399.0,51,1.0
6574,299.0,15,8.0
6575,299.0,19,6.0
6576,299.0,12,4.0
6577,299.0,12,2.0
6578,299.0,42,5.0
6579,299.0,16,6.0
6580,549.0,54,9.0
6581,399.0,42,6.0
6582,548.7,46,4.0
6583,299.0,58,5.0
6584,399.0,51,5.0
6585,299.0,12,2.0
6586,299.0,46,7.0
6587,299.0,47,4.0
6588,299.0,58,3.0
6589,399.0,51,3.0
6590,299.0,15,4.0
6591,299.0,12,3.0
6592,299.0,28,27.0
6593,299.0,19,4.0
6594,299.0,12,3.0
6595,299.0,58,2.0
6596,299.0,12,3.0
6597,299.0,42,7.0
6598,840.0,51,3.0
6599,840.0,51,2.0
6600,599.0,54,21.0
6601,599.0,28,23.0
6602,840.0,51,2.0
6603,840.0,10,1.0
6604,420.0,51,3.0
6605,840.0,1,4.0
6606,420.0,51,4.0
6607,420.0,51,3.0
6608,420.0,51,5.0
6609,804.3,26,3.0
6610,1523.0,10,1.0
6611,1155.0,51,1.0
6612,1399.0,25,9.0
6613,1155.0,51,2.0
6614,2999.0,50,1.0
6615,751.36,51,1.0
6616,698.0,31,26.0
6617,698.0,58,4.0
6618,198.0,38,12.0
6619,1398.0,25,13.0
6620,1398.0,42,2.0
6621,539.0,38,3.0
6622,126.0,51,7.0
6623,701.36,15,3.0
6624,692.0,10,3.0
6625,909.0,31,22.0
6626,196.0,51,4.0
6627,349.0,55,49.0
6628,397.8,22,40.0
6629,1521.11,51,3.0
6630,1598.0,38,7.0
6631,1574.0,51,1.0
6632,1798.0,35,2.0
6633,299.0,55,17.0
6634,99.0,55,16.0
6635,148.0,37,7.0
6636,699.0,31,7.0
6637,1399.0,21,1.0
6638,599.0,55,4.0
6639,948.0,10,1.0
6640,368.0,10,7.0
6641,28.0,21,9.0
6642,220.0,10,5.0
6643,299.0,55,1.0
6644,599.0,55,1.0
6646,849.0,55,1.0
6647,999.0,55,1.0
6648,849.0,55,1.0
6649,990.0,55,3.0
6650,98.0,19,2.0
6651,1321.0,0,4.0
6652,848.7,14,2.0
6653,1321.0,10,1.0
6654,69.0,55,2.0
6655,75.0,55,5.0
6656,999.5,7,1.0
6657,263.0,0,1.0
6658,149.0,30,1.0
6659,994.95,31,9.0
6660,299.5,31,28.0
6661,293.245,58,30.0
6662,28.0,35,1.0
6663,999.0,55,1.0
6664,5500.0,45,14.0
6665,4498.0,52,4.0
6666,2088.0,10,1.0
6667,698.0,19,1.0
6668,2598.0,47,7.0
6669,1998.0,26,1.0
6670,1138.0,10,1.0
6671,8998.0,6,1.0
6672,3991.0,19,15.0
6673,7598.0,39,2.0
6674,26392.0,47,8.0
6675,14992.0,43,328.0
6676,23892.0,31,10.0
6677,17991.0,27,11.0
6678,26392.0,56,1.0
6679,29990.0,12,59.0
6680,716.0,10,1.0
6681,898.7,18,19.0
6682,1598.0,8,1.0
6683,299.5,19,4.0
6684,119.0,55,6.0
6685,99.0,55,1.0
6686,599.0,55,21.0
6687,99.5,25,152.0
6688,299.0,55,39.0
6689,599.0,52,8.0
6690,623.5,35,10.0
6691,1539.0,25,20.0
6692,1500.0,25,7.0
6693,1500.0,25,5.0
6694,599.5,28,4.0
6695,599.0,42,10.0
6696,239.0,41,1.0
6697,62.0,55,8.0
6698,99.0,55,9.0
6699,198.5,31,30.0
6700,748.7,59,7.0
6701,749.0,54,3.0
6702,398.7,18,9.0
6703,999.0,55,1.0
6704,418.4,7,29.0
6705,999.0,42,3.0
6706,888.07,22,1.0
6707,298.0,23,1.0
6708,278.0,26,4.0
6709,499.0,55,200.0
6710,310.09,51,38.0
6711,29.0,55,10.0
6712,99.0,55,20.0
6713,1299.0,25,5.0
6714,1799.0,35,3.0
6715,299.5,8,2.0
6716,298.0,42,1.0
6717,108.13,13,16.0
6718,99.0,55,33.0
6719,199.0,55,73.0
6720,299.0,55,107.0
6721,1049.0,54,11.0
6722,278.0,17,1.0
6723,98.0,30,1.0
6724,299.5,54,33.0
6725,499.0,50,5.0
6726,248.0,26,2.0
6727,459.0,0,8.0
6728,666.0,27,6.0
6735,177.0,0,3.0
6736,353.0,0,1.0
6737,76.97,13,2.0
6738,299.0,31,536.0
6739,2398.8,44,11.0
6740,228.48,13,16.0
6741,368.0,10,2.0
6744,799.0,15,1.0
6745,675.0,18,11.0
6746,498.0,42,1.0
6747,1332.0,59,2.0
6748,1249.0,46,1.0
6749,299.5,7,1.0
6750,28.0,38,1.0
6751,99.0,25,7.0
6752,488.0,38,2.0
6753,663.0,51,1.0
6754,799.0,43,1.0
6755,349.0,22,1.0
6756,699.0,7,1.0
6757,127.0,55,1.0
6758,299.0,55,3.0
6759,58.0,22,1.0
6760,445.0,55,19.0
6761,336.0,10,1.0
6762,149.0,50,1.0
6763,343.01,51,2.0
6764,14.0,2,1.0
6765,311.0,0,4.0
6766,141.0,51,3.0
6767,499.0,55,7.0
6768,1399.0,42,46.0
6769,119.0,55,4.0
6770,98.0,22,1.0
6771,58.0,50,4.0
6772,22.0,22,1.0
6773,248.0,2,1.0
6774,698.0,2,1.0
6775,498.0,14,1.0
6776,149.0,55,6.0
6777,59.0,10,11.0
6778,236.0,10,4.0
6779,236.0,51,4.0
6780,183.0,13,4.0
6781,599.0,6,3.0
6782,183.0,51,1.0
6783,549.0,54,1.0
6784,58.0,44,5.0
6785,148.0,51,1.0
6786,2849.0,25,3.0
6787,173.0,13,1.0
6788,199.0,46,2.0
6789,498.0,25,4.0
6790,187.0,51,1.0
6791,956.0,10,1.0
6792,1449.0,25,1.0
6793,1449.0,6,2.0
6794,1449.0,6,2.0
6795,173.0,51,1.0
6796,1449.0,25,2.0
6797,1099.0,6,1.0
6798,762.0,10,2.0
6799,2299.0,25,1.0
6800,3799.0,25,2.0
6801,3799.0,54,2.0
6802,0.5,31,4.0
6803,1199.0,54,17.0
6804,1199.0,25,13.0
6805,3699.0,54,2.0
6806,2299.0,25,8.0
6807,1839.0,6,2.0
6808,1049.0,25,21.0
6809,1018.0,10,1.0
6810,1199.0,54,9.0
6811,1049.0,54,8.0
6812,1499.0,25,27.0
6813,1099.0,54,3.0
6814,1549.0,54,3.0
6815,1199.0,25,14.0
6816,190.0,10,1.0
6817,599.0,6,7.0
6818,299.0,25,12.0
6819,1449.0,6,2.0
6820,959.0,31,10.0
6821,649.0,25,2.0
6822,656.0,10,1.0
6823,1749.0,25,2.0
6824,399.0,25,2.0
6825,729.0,13,1.0
6826,1349.0,25,2.0
6827,719.2,22,1.0
6828,549.0,16,2.0
6829,899.0,25,7.0
6830,599.0,54,1.0
6831,549.0,54,3.0
6832,1249.0,54,1.0
6833,499.0,25,1.0
6834,190.0,10,2.0
6835,251.0,10,6.0
6836,177.84,10,3.0
6837,1349.0,25,7.0
6838,899.0,25,18.0
6839,549.0,25,3.0
6840,799.0,6,2.0
6841,1199.0,25,9.0
6842,599.0,25,1.0
6843,749.0,25,1.0
6844,699.0,6,1.0
6845,190.0,0,2.0
6846,58.0,31,3.0
6847,204.0,10,6.0
6848,98.0,54,2.0
6849,299.0,25,3.0
6850,10500.0,7,1.0
6851,13599.0,25,1.0
6852,198.0,25,1.0
6853,1299.0,25,1.0
6854,649.0,25,1.0
6855,2299.0,31,2.0
6856,398.0,19,1.0
6857,282.0,51,11.0
6858,698.0,54,4.0
6859,1199.0,54,8.0
6860,649.0,14,1.0
6861,498.0,27,2.0
6862,0.5,31,7.0
6864,649.0,14,1.0
6865,649.0,14,1.0
6866,27.0,51,2.0
6867,1549.0,25,1.0
6868,398.0,31,1.0
6869,1048.5,17,3.0
6870,998.0,31,1.0
6871,799.0,7,1.0
6872,498.0,44,1.0
6873,698.0,7,2.0
6874,698.0,2,1.0
6875,190.0,51,4.0
6876,102.0,1,1.0
6877,102.0,51,4.0
6878,349.0,28,1.0
6879,110.0,51,1.0
6880,192.0,10,1.0
6881,599.0,24,1.0
6882,98.0,28,10.0
6883,28.0,53,7.0
6884,28.0,25,1.0
6885,55.0,0,1.0
6886,58.0,57,4.0
6887,58.0,54,1.0
6888,190.0,51,1.0
6889,58.0,25,1.0
6890,187.0,13,1.0
6892,170.0,10,2.0
6893,378.0,51,1.0
6894,319.0,28,4.0
6895,46.4,50,1.0
6896,319.2,49,1.0
6897,199.0,37,3.0
6898,19.0,55,63.0
6899,299.0,55,6.0
6900,698.0,19,2.0
6901,2079.0,54,3.0
6902,1398.0,2,3.0
6904,58.0,31,23.0
6905,349.0,12,1.0
6906,349.0,37,1.0
6907,249.0,35,1.0
6908,1115.06,10,6.0
6909,716.0,51,10.0
6910,719.0,54,45.0
6911,408.84,10,6.0
6912,498.0,41,3.0
6913,188.0,10,1.0
6914,398.0,25,1.0
6915,499.5,31,9.0
6916,748.7,2,22.0
6917,748.9,16,10.0
6918,999.0,57,1.0
6919,299.5,18,12.0
6920,249.0,55,1.0
6921,1598.0,22,1.0
6922,248.0,22,1.0
6923,298.0,22,1.0
6924,998.0,59,1.0
6925,98.0,45,1.0
6926,114.28,51,12.0
6927,499.0,55,17.0
6928,1078.31,51,2.0
6929,2205.0,51,2.0
6930,1622.09,10,1.0
6931,115.0,51,5.0
6932,799.0,55,1.0
6933,719.0,55,3.0
6934,29.0,55,4.0
6935,49.0,55,1.0
6936,62.0,55,30.0
6937,1799.0,55,94.0
6938,1999.0,55,67.0
6939,1299.0,55,26.0
6940,899.0,55,157.0
6941,999.0,55,37.0
6942,449.0,55,1.0
6943,449.0,55,1.0
6944,395.99,55,4.0
6945,79.0,55,29.0
6946,257.0,55,59.0
6947,257.0,55,17.0
6948,329.0,55,89.0
6949,1999.0,55,1.0
6950,1199.0,55,6.0
6951,2299.0,55,66.0
6952,3499.0,55,17.0
6953,98.0,31,159.0
6954,28.0,50,45.0
6955,100.0,55,29.0
6956,429.0,55,6.0
6957,429.0,55,10.0
6958,66.0,55,29.0
6959,204.0,55,172.0
6960,60.0,55,28.0
6961,299.0,55,9.0
6962,349.0,31,5.0
6963,149.0,55,9.0
6964,999.0,55,9.0
6965,28.0,7,1.0
6966,999.0,55,6.0
6967,149.0,55,10.0
6968,299.0,55,7.0
6969,499.0,55,20.0
6970,299.0,55,203.0
6971,349.0,55,111.0
6972,499.0,55,14.0
6973,149.0,55,9.0
6974,149.0,55,6.0
6975,299.0,55,35.0
6976,349.0,55,88.0
6977,299.0,55,19.0
6978,349.0,55,39.0
6979,699.0,55,2.0
6980,499.0,55,21.0
6981,149.0,55,6.0
6982,149.0,55,8.0
6983,299.0,55,4.0
6984,499.0,55,45.0
6985,499.0,55,24.0
6986,299.0,55,5.0
6987,349.0,55,16.0
6988,49.0,55,5.0
6989,299.0,55,6.0
6990,349.0,55,34.0
6991,1199.0,55,223.0
6992,399.0,55,1.0
6993,2198.5,15,1.0
6994,2999.0,25,5.0
6995,2998.5,47,2.0
6997,142.0,55,33.0
6998,126.0,51,7.0
6999,149.0,55,20.0
7000,150.0,37,3.0
7001,999.0,25,21.0
7002,756.0,51,1.0
7003,186.78,51,30.0
7004,239.0,59,23.0
7005,999.0,31,65.0
7006,1064.91,51,7.0
7007,999.0,42,29.0
7008,299.0,55,54.0
7009,698.0,37,2.0
7010,29.0,55,25.0
7011,28.0,25,4.0
7012,299.0,55,1.0
7013,149.0,55,3.0
7014,457.0,10,1.0
7015,28.0,2,1.0
7016,98.0,22,1.0
7017,999.0,55,77.0
7018,0.5,31,310.0
7019,0.5,28,41.0
7020,499.0,42,14.0
7021,5170.0,41,5.0
7022,7998.0,38,1.0
7023,499.0,55,14.0
7024,499.0,55,5.0
7025,499.0,55,2.0
7026,1199.0,55,27.0
7027,98.0,22,1.0
7028,497.7,52,1.0
7029,399.0,42,5.0
7030,349.0,55,17.0
7031,799.0,55,10.0
7032,71.0,55,9.0
7033,71.0,55,15.0
7034,71.0,55,7.0
7035,299.0,22,2.0
7036,28.0,22,1.0
7037,298.0,24,1.0
7038,1999.0,55,4.0
7039,231.0,10,2.0
7040,298.0,21,1.0
7041,71.0,55,19.0
7042,59.0,55,13.0
7043,899.0,55,16.0
7044,899.0,55,20.0
7045,799.0,55,6.0
7046,236.0,10,1.0
7047,189.34,13,17.0
7048,735.0,10,6.0
7049,1023.78,51,7.0
7050,1281.0,51,1.0
7051,798.5,14,20.0
7052,1208.0,13,2.0
7053,1234.0,35,8.0
7054,254.15,6,47.0
7055,948.7,51,7.0
7056,499.0,39,3.0
7057,3599.0,55,10.0
7058,1999.0,55,9.0
7059,527.06,51,13.0
7060,608.52,51,2.0
7061,1699.0,6,1.0
7062,84.0,51,1.0
7063,84.0,51,1.0
7064,126.0,51,1.0
7065,473.0,51,2.0
7066,283.0,51,5.0
7067,998.5,2,2.0
7068,498.7,43,72.0
7069,118.0,22,1.0
7070,288.63,51,46.0
7071,704.03,10,9.0
7072,758.0,10,7.0
7073,4499.0,42,8.0
7074,2398.0,2,1.0
7075,1072.88,51,7.0
7076,999.0,41,9.0
7077,999.0,18,8.0
7078,298.0,43,3.0
7079,629.0,55,1.0
7080,1258.6,12,1.0
7081,205.31,50,18.0
7082,248.5,31,27.0
7083,399.0,55,21.0
7084,25.0,55,4.0
7085,395.71,51,6.0
7086,999.0,55,18.0
7087,621.79,10,4.0
7088,499.0,55,21.0
7089,206.0,55,9.0
7090,206.0,55,8.0
7091,206.0,55,12.0
7092,269.0,55,9.0
7093,229.0,55,20.0
7095,515.0,55,5.0
7096,398.0,22,96.0
7097,1398.0,33,1.0
7098,318.4,22,74.0
7099,35.0,55,34.0
7100,999.0,55,27.0
7101,69.0,55,17.0
7102,114.0,55,39.0
7103,229.0,55,10.0
7104,114.0,55,21.0
7105,229.0,55,14.0
7106,250.0,55,63.0
7107,150.0,55,18.0
7108,150.0,55,15.0
7109,329.0,55,12.0
7110,12.0,55,8.0
7111,25.0,55,8.0
7112,50.0,55,13.0
7113,17.0,55,5.0
7114,65.0,55,6.0
7115,949.0,55,2.0
7116,237.0,55,19.0
7117,250.0,55,16.0
7118,224.0,31,41.0
7119,398.0,52,1.0
7120,274.0,25,3.0
7121,174.0,55,9.0
7122,198.0,17,2.0
7123,198.0,39,1.0
7125,223.0,37,1.0
7126,1169.0,55,1.0
7127,11800.0,12,1.0
7128,5200.0,12,1.0
7129,599.0,46,3.0
7130,263.0,10,12.0
7131,549.0,12,3.0
7132,378.0,10,1.0
7133,2199.0,48,1.0
7134,2859.0,10,1.0
7135,2199.0,46,1.0
7136,3599.0,6,1.0
7137,398.0,12,1.0
7138,398.0,22,1.0
7139,999.0,4,2.0
7140,399.0,55,3.0
7141,499.0,31,3.0
7142,1598.0,42,6.0
7143,559.0,55,3.0
7144,299.0,55,3.0
7145,599.0,55,4.0
7146,2299.0,25,2.0
7147,2298.5,28,1.0
7148,27.0,10,1.0
7149,28.0,12,1.0
7150,99.0,50,1.0
7151,58.0,22,1.0
7152,63.0,0,2.0
7153,2998.0,31,1.0
7154,2398.0,2,1.0
7155,349.0,55,3.0
7156,190.0,51,2.0
7157,28.0,25,1.0
